"region_id","typhoon_no","mean","typhoon_name","year","order_key","ty_label"
1,"2018239N11161",1.10203714416155,"JEBI",2018,452,"2018-JEBI"
2,"2016244N21123",1.32130240982678,"NAMTHEUN",2016,348,"2016-NAMTHEUN"
2,"2018239N11161",1.07704982971243,"JEBI",2018,452,"2018-JEBI"
3,"2010218N20127",0.542915628895553,"DIANMU",2010,32,"2010-DIANMU"
3,"2012263N15141",0.670456005211454,"JELAWAT",2012,142,"2012-JELAWAT"
3,"2013255N20148",0.454981473587427,"MAN-YI",2013,194,"2013-MAN-YI"
3,"2014275N06166",0.621991275260238,"VONGFONG",2014,249,"2014-VONGFONG"
3,"2016230N15138",0.51946106193729,"MINDULLE",2016,346,"2016-MINDULLE"
3,"2016244N21123",2.48467264485151,"NAMTHEUN",2016,348,"2016-NAMTHEUN"
3,"2018263N12146",0.5609990395158,"TRAMI",2018,457,"2018-TRAMI"
3,"2019278N16165",0.675407675720498,"HAGIBIS",2019,511,"2019-HAGIBIS"
4,"2010218N20127",0.890348911343365,"DIANMU",2010,32,"2010-DIANMU"
4,"2011253N20145",0.778770298569885,"ROKE",2011,90,"2011-ROKE"
4,"2012263N15141",1.67216768035906,"JELAWAT",2012,142,"2012-JELAWAT"
4,"2013255N20148",1.09466523290341,"MAN-YI",2013,194,"2013-MAN-YI"
4,"2014275N06166",0.915556702248625,"VONGFONG",2014,249,"2014-VONGFONG"
4,"2016230N15138",2.9272132443589,"MINDULLE",2016,346,"2016-MINDULLE"
4,"2016244N21123",3.4335032316221,"NAMTHEUN",2016,348,"2016-NAMTHEUN"
4,"2018263N12146",1.40929635546858,"TRAMI",2018,457,"2018-TRAMI"
4,"2019278N16165",1.51818020929993,"HAGIBIS",2019,511,"2019-HAGIBIS"
5,"2010218N20127",0.297898013123629,"DIANMU",2010,32,"2010-DIANMU"
5,"2016244N21123",0.29471915327493,"NAMTHEUN",2016,348,"2016-NAMTHEUN"
5,"2018239N11161",0.395747267501624,"JEBI",2018,452,"2018-JEBI"
5,"2019278N16165",0.314457359832772,"HAGIBIS",2019,511,"2019-HAGIBIS"
6,"2010218N20127",0.205220055391517,"DIANMU",2010,32,"2010-DIANMU"
6,"2012263N15141",0.275216182510885,"JELAWAT",2012,142,"2012-JELAWAT"
6,"2013255N20148",0.184671904409189,"MAN-YI",2013,194,"2013-MAN-YI"
6,"2014275N06166",0.180207477787048,"VONGFONG",2014,249,"2014-VONGFONG"
6,"2018239N11161",0.195794909540094,"JEBI",2018,452,"2018-JEBI"
6,"2018263N12146",0.19962903628282,"TRAMI",2018,457,"2018-TRAMI"
6,"2019278N16165",0.263532634993752,"HAGIBIS",2019,511,"2019-HAGIBIS"
7,"2011253N20145",2.33930034884097,"ROKE",2011,90,"2011-ROKE"
7,"2012162N06150",2.0416217716743,"GUCHOL",2012,129,"2012-GUCHOL"
7,"2012263N15141",3.4549964559101,"JELAWAT",2012,142,"2012-JELAWAT"
7,"2013255N20148",2.85710224584429,"MAN-YI",2013,194,"2013-MAN-YI"
7,"2014275N06166",2.24852364990084,"VONGFONG",2014,249,"2014-VONGFONG"
7,"2016230N15138",5.33208072578607,"MINDULLE",2016,346,"2016-MINDULLE"
7,"2017288N09138",2.54145437526734,"LAN",2017,408,"2017-LAN"
7,"2018222N16147",1.64059100843506,"LEEPI",2018,449,"2018-LEEPI"
7,"2018263N12146",3.25285415639615,"TRAMI",2018,457,"2018-TRAMI"
7,"2019278N16165",3.37517204177144,"HAGIBIS",2019,511,"2019-HAGIBIS"
8,"2011253N20145",5.48094493607495,"ROKE",2011,90,"2011-ROKE"
8,"2012162N06150",4.00055554201119,"GUCHOL",2012,129,"2012-GUCHOL"
8,"2012263N15141",3.68056209331431,"JELAWAT",2012,142,"2012-JELAWAT"
8,"2013255N20148",4.4294008906532,"MAN-YI",2013,194,"2013-MAN-YI"
