"region_id","typhoon_no","typhoon_name","year","ty_label","mean","lower","upper"
40,"2015226N12151","GONI",2015,"2015-GONI",2.92259623993879,-2.68555822051266,8.87749826201861
40,"2018204N15137","JONGDARI",2018,"2018-JONGDARI",1.40808840472609,-1.31152620476004,4.25938702983242
40,"2018263N12146","TRAMI",2018,"2018-TRAMI",1.77147784468767,-4.24108857664875,7.8996316821675
40,"2019213N17155","FRANCISCO",2019,"2019-FRANCISCO",1.23997403226939,-1.15631985755007,3.74948158822897
40,"2019216N16147","KROSA",2019,"2019-KROSA",0.281592757721612,-2.97670582900441,3.65108023332498
40,"2019260N20129","TAPAH",2019,"2019-TAPAH",2.17721547987627,-2.00946524906835,6.60442440055918
41,"2013274N18152","DANAS",2013,"2013-DANAS",0.0359700275246412,-0.286623354686507,0.417838127974585
41,"2014275N06166","VONGFONG",2014,"2014-VONGFONG",0.0330588950091871,-0.263966466795191,0.384328561290756
41,"2015188N08194","HALOLA",2015,"2015-HALOLA",0.0367038619370626,-0.292355307214549,0.426296916097441
41,"2015226N12151","GONI",2015,"2015-GONI",0.0678246355883067,-0.53031044311967,0.782116903047641
41,"2018204N15137","JONGDARI",2018,"2018-JONGDARI",0.0343036670600997,-0.273418784403995,0.398523055779781
41,"2018263N12146","TRAMI",2018,"2018-TRAMI",0.474183955707178,-0.232669514533324,1.29037987226315
41,"2019213N17155","FRANCISCO",2019,"2019-FRANCISCO",0.0368923702159972,-0.293467082854487,0.428264934217728
41,"2019216N16147","KROSA",2019,"2019-KROSA",0.472635664950478,0.0553730041318595,0.966771982192087
41,"2019260N20129","TAPAH",2019,"2019-TAPAH",0.0565385171978881,-0.443019262985156,0.652511392726388
42,"2012263N15141","JELAWAT",2012,"2012-JELAWAT",0.833907545732629,-0.442969697679058,2.17602363422875
42,"2013274N18152","DANAS",2013,"2013-DANAS",0.855637661104748,-0.454088340711996,2.23361382816667
42,"2014184N08147","NEOGURI",2014,"2014-NEOGURI",0.69296961571397,-0.368814486713409,1.80677390347096
42,"2014275N06166","VONGFONG",2014,"2014-VONGFONG",0.803748488028804,-0.427166537950206,2.09687208594991
42,"2015188N08194","HALOLA",2015,"2015-HALOLA",0.848805323316812,-0.450309527731961,2.21609812157421
42,"2015226N12151","GONI",2015,"2015-GONI",1.0182967418929,-0.538012117644232,2.66326786750469
42,"2017182N15132","NANMADOL",2017,"2017-NANMADOL",0.791340620669971,-0.420091526065547,2.06550558431274
42,"2017252N14147","TALIM",2017,"2017-TALIM",0.650447564983291,-0.346053815768502,1.6961761228673
42,"2018179N19134","PRAPIROON",2018,"2018-PRAPIROON",0.750379841170385,-0.398484604338845,1.9583049449484
